Name;Author;GITHUB Link;MEGA Link;Publication Year;SYNC Link;Topics;Type;cover page
The Economic Significance Of National Education;Stanislav Goustavovitch Strumilin;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stanislav%20Goustavovitch%20Strumilin/1966%20-%20Stanislav%20Goustavovitch%20Strumilin%20-%20The%20Economic%20Significance%20Of%20National%20Education.pdf;https://mega.nz/file/h9RF3TJJ#31MobFjzYcWgTMz1ifh6kXGyH_yueucReZcJFdAh_Pc;1966;;;Article;img/cover page/Stanislav Goustavovitch Strumilin/1966 - The Economic Significance Of National Education.webp
Androstenedione May Organize Or Activate Sex-reversed Traits In Female Spotted Hyenas;Stephen E. Glickman, Laurence G. Frank, Julian M. Davidsont, Erla R. Smitht, Pentii K. Siiteri;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20E.%20Glickman/1987%20-%20Stephen%20E.%20Glickman%3B%20Laurence%20G.%20Frank%3B%20Julian%20M.%20Davidsont%3B%20Erla%20R.%20Smitht%3B%20Pentii%20K.%20Siiteri%20-%20Androstenedione%20May%20Organize%20Or%20Activate%20Sex-reversed%20Traits%20In%20Female%20Spotted%20Hyenas.pdf;https://mega.nz/file/Yo4wXJ6Y#OFuoDz3Mx3qnHP3UYwAemakCs1L0YxB10Y9WgSkgueU;1987;;;Article;img/cover page/Stephen E. Glickman/1987 - Androstenedione May Organize Or Activate Sex-reversed Traits In Female Spotted Hyenas.webp
The Fabric Of The Heavens. The Development Of Astronomy And Dynamics (The Ancestry Of Science Volume 1);Stephen Toulmin, June GoodField;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Toulmin/1961%20-%20Stephen%20Toulmin%3B%20June%20GoodField%20-%20The%20Fabric%20Of%20The%20Heavens.%20The%20Development%20Of%20Astronomy%20And%20Dynamics%20%28The%20Ancestry%20Of%20Science%20Volume%201%29.pdf;https://mega.nz/file/psZCHDYY#8OXLjobghyzAUOnh0s-_sDVTxkTfwxiGMGVgKmzaD4A;1961;;;;img/cover page/Stephen Toulmin/1961 - The Fabric Of The Heavens. The Development Of Astronomy And Dynamics (The Ancestry Of Science Volume 1).webp
The Architecture Of Matter (The Ancestry Of Science Volume 2);Stephen Toulmin, June Goodfield;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Toulmin/1962%20-%20Stephen%20Toulmin%3B%20June%20Goodfield%20-%20The%20Architecture%20Of%20Matter%20%28The%20Ancestry%20Of%20Science%20Volume%202%29.pdf;https://mega.nz/file/dkRwxCrK#J6Tfq2yznWFubML5rvz1rLfTH9d0njKxEl6929jbllQ;1962;;;;img/cover page/Stephen Toulmin/1962 - The Architecture Of Matter (The Ancestry Of Science Volume 2).webp
The Discovery Of Time - The Discovery Of Time (The Ancestry Of Science Volume 3);Stephen Toulmin, June Goodfield;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Toulmin/1965%20-%20Stephen%20Toulmin%3B%20June%20Goodfield%20-%20The%20Discovery%20Of%20Time%20-%20The%20Discovery%20Of%20Time%20%28The%20Ancestry%20Of%20Science%20Volume%203%29.pdf;https://mega.nz/file/V9gUwICS#_zHUc3-5HewzfRGOFYH8MzlfYs809fUPHaBzz9dFs-8;1965;;;;img/cover page/Stephen Toulmin/1965 - The Discovery Of Time - The Discovery Of Time (The Ancestry Of Science Volume 3).webp
Final Number Of Purkinje And Other Large Cells In The Chick Cerebellum Influenced By Incubation Temperatures During Their Proliferation;Stephen Zamenhof;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1976%20-%20Stephen%20Zamenhof%20-%20Final%20Number%20Of%20Purkinje%20And%20Other%20Large%20Cells%20In%20The%20Chick%20Cerebellum%20Influenced%20By%20Incubation%20Temperatures%20During%20Their%20Proliferation.pdf;https://mega.nz/file/FgRESb5R#ukSBOB8GoxirYS-H9DRRd7leW6miAegfKKHg6R-W2pU;1976;;;Article;img/cover page/Stephen Zamenhof/1976 - Final Number Of Purkinje And Other Large Cells In The Chick Cerebellum Influenced By Incubation Temperatures During Their Proliferation.webp
Stimulation Of Brain Development In Chick Embryo By Elevated Temperatur;Stephen Zamenhof;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1976%20-%20Stephen%20Zamenhof%20-%20Stimulation%20Of%20Brain%20Development%20In%20Chick%20Embryo%20By%20Elevated%20Temperatur.pdf;https://mega.nz/file/9lxkRKYJ#k0L3p1QUDiV-MyQ5O6XuvEQ2QmFtDhyWTy6Cy764Sf0;1976;;;Article;img/cover page/Stephen Zamenhof/1976 - Stimulation Of Brain Development In Chick Embryo By Elevated Temperatur.webp
Stimulation Of Brain Development In Chick Embryo By Elevated Temperature;Stephen Zamenhof;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1976%20-%20Stephen%20Zamenhof%20-%20Stimulation%20Of%20Brain%20Development%20In%20Chick%20Embryo%20By%20Elevated%20Temperature.pdf;https://mega.nz/file/A0QWAZ7C#xxg_7asdDBSIu7XRSfd22wbXkkfQ6kv8W2J_Rmngoig;1976;;;Article;img/cover page/Stephen Zamenhof/1976 - Stimulation Of Brain Development In Chick Embryo By Elevated Temperature.webp
Maternal Nutrient Storage And Efficiency In Production Of Fetal Brain Tissue In Rats;Stephen Zamenhof;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1981%20-%20Stephen%20Zamenhof%20-%20Maternal%20Nutrient%20Storage%20And%20Efficiency%20In%20Production%20Of%20Fetal%20Brain%20Tissue%20In%20Rats.pdf;https://mega.nz/file/otQXFKKT#VCejWnG369Wixl90kxwjYaA-Z2o1SQTgeEbsJzOEFVU;1981;;;Article;img/cover page/Stephen Zamenhof/1981 - Maternal Nutrient Storage And Efficiency In Production Of Fetal Brain Tissue In Rats.webp
Radiation And Fetal Brain Development;Stephen Zamenhof;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1986%20-%20Stephen%20Zamenhof%20-%20Radiation%20And%20Fetal%20Brain%20Development.pdf;https://mega.nz/file/0kJVlT7T#o0ctsVeHPNRXFxTIl1qX9-7mbispN4uMFsbvtreDowE;1986;;;Article;img/cover page/Stephen Zamenhof/1986 - Radiation And Fetal Brain Development.webp
Study Of Possible Correlations Between Body Weights And Brain Parameters In Neonatal And Mature Rats;Stephen Zamenhof, D. Gurthrie, D. Clarkson;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1974%20-%20Stephen%20Zamenhof%3B%20D.%20Gurthrie%3B%20D.%20Clarkson%20-%20Study%20Of%20Possible%20Correlations%20Between%20Body%20Weights%20And%20Brain%20Parameters%20In%20Neonatal%20And%20Mature%20Rats.pdf;https://mega.nz/file/dg5U0KzB#B5JeGVtC3Ek-t8Wk_0C5RCE1JWBhdYbXni-fdV5TrNg;1974;;;Article;img/cover page/Stephen Zamenhof/1974 - Study Of Possible Correlations Between Body Weights And Brain Parameters In Neonatal And Mature Rats.webp
Neonatal Rats Kith Outstanding Values Of Brain And Hody Parmters;Stephen Zamenhof, D. Guthrie, E. Van Marthens;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1976%20-%20Stephen%20Zamenhof%3B%20D.%20Guthrie%3B%20E.%20Van%20Marthens%20-%20Neonatal%20Rats%20Kith%20Outstanding%20Values%20Of%20Brain%20And%20Hody%20Parmters.pdf;https://mega.nz/file/8tJ0yIyL#jPISphMt4uDpcD2OO2lJ1oQO0AB6Jkk-eLR7MPNlx7s;1976;;;Article;img/cover page/Stephen Zamenhof/1976 - Neonatal Rats Kith Outstanding Values Of Brain And Hody Parmters.webp
Differential Responses To Prenatal Malnutrition Among Neonatal Rats;Stephen Zamenhof, Donald Guthrie;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1977%20-%20Stephen%20Zamenhof%3B%20Donald%20Guthrie%20-%20Differential%20Responses%20To%20Prenatal%20Malnutrition%20Among%20Neonatal%20Rats.pdf;https://mega.nz/file/c0521BxT#4Bk5VT93TQrEgi_bwhK0CmQ1mdUt_vIFS6Gv_gRcAzw;1977;;;Article;img/cover page/Stephen Zamenhof/1977 - Differential Responses To Prenatal Malnutrition Among Neonatal Rats.webp
Study Of Factors Influencing Prenatal Brain Development;Stephen Zamenhof, E. Van Marthens;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1974%20-%20Stephen%20Zamenhof%3B%20E.%20Van%20Marthens%20-%20Study%20Of%20Factors%20Influencing%20Prenatal%20Brain%20Development.pdf;https://mega.nz/file/E8QkjAyQ#8jgmol3yXHwYriTWPYt4BC-IrD6RzGThj_GwPV6ZPuc;1974;;;Article;img/cover page/Stephen Zamenhof/1974 - Study Of Factors Influencing Prenatal Brain Development.webp
Dna (cell Number) And Protein In Neonatal Rat Brain. Alteration By Timing Of Maternal Dietary Protein Restriction;Stephen Zamenhof, E. Van Marthens, L. Grauel;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1971%20-%20Stephen%20Zamenhof%3B%20E.%20Van%20Marthens%3B%20L.%20Grauel%20-%20Dna%20%28cell%20Number%29%20And%20Protein%20In%20Neonatal%20Rat%20Brain.%20Alteration%20By%20Timing%20Of%20Maternal%20Dietary%20Protein%20Restriction.pdf;https://mega.nz/file/dtgXxBhQ#vqkGhkFSsWBYpm5jiXxlHqBVjRsxT-n54TffvNa46_g;1971;;;Article;img/cover page/Stephen Zamenhof/1971 - Dna (cell Number) And Protein In Neonatal Rat Brain. Alteration By Timing Of Maternal Dietary Protein Restriction.webp
Dna (cell Number) And Protein In Rat Brain;Stephen Zamenhof, E. Van Marthens, L. Grauel;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1972%20-%20Stephen%20Zamenhof%3B%20E.%20Van%20Marthens%3B%20L.%20Grauel%20-%20Dna%20%28cell%20Number%29%20And%20Protein%20In%20Rat%20Brain.pdf;https://mega.nz/file/8kYVyQhZ#AvLZHyKyRi7of2W_y8n2GSTlGEXXCkVLFLSXvw-h9oo;1972;;;Article;img/cover page/Stephen Zamenhof/1972 - Dna (cell Number) And Protein In Rat Brain.webp
The Effects Of Chronic Undernutrition Generations On Rat Development;Stephen Zamenhof, Edith Van Marthens;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1978%20-%20Stephen%20Zamenhof%3B%20Edith%20Van%20Marthens%20-%20The%20Effects%20Of%20Chronic%20Undernutrition%20Generations%20On%20Rat%20Development.pdf;https://mega.nz/file/IshSBIiY#XKowauycPTSt6Z9vvFZiXvHKS9Cp_RYFomzfGpHFcXo;1978;;;Article;img/cover page/Stephen Zamenhof/1978 - The Effects Of Chronic Undernutrition Generations On Rat Development.webp
Distribution Of Nutrients Between Fetal Brain And Body During Rat Development;Stephen Zamenhof, Edith Van Marthens;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1982%20-%20Stephen%20Zamenhof%3B%20Edith%20Van%20Marthens%20-%20Distribution%20Of%20Nutrients%20Between%20Fetal%20Brain%20And%20Body%20During%20Rat%20Development.pdf;https://mega.nz/file/JgQQVYSQ#TVsBtgqiDI9OyfH_D6C3gh7pyOGy-8eNqzd-iU_OJKo;1982;;;Article;img/cover page/Stephen Zamenhof/1982 - Distribution Of Nutrients Between Fetal Brain And Body During Rat Development.webp
Effects Of Prenatal And Chronic Undernutrition On Aging And Survival In Rats;Stephen Zamenhof, Edith Van Marthens;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1982%20-%20Stephen%20Zamenhof%3B%20Edith%20Van%20Marthens%20-%20Effects%20Of%20Prenatal%20And%20Chronic%20Undernutrition%20On%20Aging%20And%20Survival%20In%20Rats.pdf;https://mega.nz/file/BgYCXb5Y#0fmiiYYQ0nZYiZDczI9iA-TvMj3R7DEC3sZT6bdFtnI;1982;;;Article;img/cover page/Stephen Zamenhof/1982 - Effects Of Prenatal And Chronic Undernutrition On Aging And Survival In Rats.webp
Litter Size, Maternal Parameters, And Brain And Body Parameters Of Neonatal Rats;Stephen Zamenhof, Edith Van Marthens;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1984%20-%20Stephen%20Zamenhof%3B%20Edith%20Van%20Marthens%20-%20Litter%20Size%2C%20Maternal%20Parameters%2C%20And%20Brain%20And%20Body%20Parameters%20Of%20Neonatal%20Rats.pdf;https://mega.nz/file/ZoRX2Sba#N1xuNLavVENl-CwTzrxTx5cisQRjOF-bOsEOHra1FqA;1984;;;Article;img/cover page/Stephen Zamenhof/1984 - Litter Size, Maternal Parameters, And Brain And Body Parameters Of Neonatal Rats.webp
Effect Of Intrauterine Positions On Fetal Brain Development In The Rat;Stephen Zamenhof, Edith Van Marthens;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1986%20-%20Stephen%20Zamenhof%3B%20Edith%20Van%20Marthens%20-%20Effect%20Of%20Intrauterine%20Positions%20On%20Fetal%20Brain%20Development%20In%20The%20Rat.pdf;https://mega.nz/file/MwYUxQTD#jnHRaE200phKIEBQudaPiOeX7TSdbpuDh2mkk7mw5-0;1986;;;Article;img/cover page/Stephen Zamenhof/1986 - Effect Of Intrauterine Positions On Fetal Brain Development In The Rat.webp
Dna (cell Number) And Protein In Neonatal Brain. Alteration By Maternal Dietary Protein Restriction;Stephen Zamenhof, Edith Van Marthens, Frank L. Margolis;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1968%20-%20Stephen%20Zamenhof%3B%20Edith%20Van%20Marthens%3B%20Frank%20L.%20Margolis%20-%20Dna%20%28cell%20Number%29%20And%20Protein%20In%20Neonatal%20Brain.%20Alteration%20By%20Maternal%20Dietary%20Protein%20Restriction.pdf;https://mega.nz/file/gkhWyToY#VrK6-ypv2J2BS0-s1_EKupR28htrBRZaiKhwbb0bA6I;1968;;;Article;img/cover page/Stephen Zamenhof/1968 - Dna (cell Number) And Protein In Neonatal Brain. Alteration By Maternal Dietary Protein Restriction.webp
Dna (cell Number) In Neonatal Brain. Second Generation (f2) Alteration By Matemal (fo) Dietary Protein Restriction;Stephen Zamenhof, Edith Van Marthens, Ludmila Grauel;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1971%20-%20Stephen%20Zamenhof%3B%20Edith%20Van%20Marthens%3B%20Ludmila%20Grauel%20-%20Dna%20%28cell%20Number%29%20In%20Neonatal%20Brain.%20Second%20Generation%20%28f2%29%20Alteration%20By%20Matemal%20%28fo%29%20Dietary%20Protein%20Restriction.pdf;https://mega.nz/file/V15RRY5D#zzZmt8AEHBWvu1sCb6BkfrW5DpusuYWSmNaGxuesT5k;1971;;;Article;img/cover page/Stephen Zamenhof/1971 - Dna (cell Number) In Neonatal Brain. Second Generation (f2) Alteration By Matemal (fo) Dietary Protein Restriction.webp
Correlations Between Neonatal Body Weight And Adolescent Brain Development In Rats;Stephen Zamenhof, Gulzar Ahmad, Donald Guthrie;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1979%20-%20Stephen%20Zamenhof%3B%20Gulzar%20Ahmad%3B%20Donald%20Guthrie%20-%20Correlations%20Between%20Neonatal%20Body%20Weight%20And%20Adolescent%20Brain%20Development%20In%20Rats.pdf;https://mega.nz/file/BxxH0Bga#prX01nyzbkjVzLg5lzrrxr9sSX1qse-cuNWK0kE0CNs;1979;;;Article;img/cover page/Stephen Zamenhof/1979 - Correlations Between Neonatal Body Weight And Adolescent Brain Development In Rats.webp
Study Of Possible Correlations Between Prenatal Brain Development And Placental Weight;Stephen Zamenhof, L. Grauel, E. Van Marthens;https://raw.githubusercontent.com/peatysharing/bibliography/main/Stephen%20Zamenhof/1971%20-%20Stephen%20Zamenhof%3B%20L.%20Grauel%3B%20E.%20Van%20Marthens%20-%20Study%20Of%20Possible%20Correlations%20Between%20Prenatal%20Brain%20Development%20And%20Placental%20Weight.pdf;https://mega.nz/file/psBXyQQB#xwSBeOESS4_cUSvz3j2xE8aRB2efnOiG7LAzwk0_jII;1971;;;Article;img/cover page/Stephen Zamenhof/1971 - Study Of Possible Correlations Between Prenatal Brain Development And Placental Weight.webp
Rat Cerebral Cortical Estrogen Receptors, Male-female, Right-left;Sukhwinder Sandhu, Paul Cook, Marian C. Diamond;https://raw.githubusercontent.com/peatysharing/bibliography/main/Marian%20Diamond/1986%20-%20Sukhwinder%20Sandhu%2C%20Paul%20Cook%2C%20Marian%20C.%20Diamond%20-%20Rat%20Cerebral%20Cortical%20Estrogen%20Receptors%2C%20Male-female%2C%20Right-left.pdf;https://mega.nz/file/IxwzASoQ#AwRFI0UIgDR-a02qgaqjyQkT0f1sNgrirx7ceX0tHqk;1986;;;Article;img/cover page/Marian C. Diamond/1986 - Rat Cerebral Cortical Estrogen Receptors, Male-female, Right-left.webp
Dissolving Illusions;Suzanne Humphries, Roman Bystrianyk;https://raw.githubusercontent.com/peatysharing/bibliography/main/Suzanne%20Humpries/2013%20-%20Suzanne%20Humphries%3B%20Roman%20Bystrianyk%20-%20Dissolving%20Illusions.pdf;https://mega.nz/file/d1xljaBR#3dZY0Z9hrC21ENP75jN-HoVNu_DdCvRXPomjQa5-6jE;2013;;;;img/cover page/Suzanne Humphries/2013 - Dissolving Illusions.webp
Histochemical Localization of Glycogen in Preimplantation and Implantation Stages of Young and Senescent Golden Hamsters;T. A. Parkening, A. L. Soderwall;https://raw.githubusercontent.com/peatysharing/bibliography/main/Arnold%20L.%20Soderwall/1974%20-%20T.%20A.%20Parkening%3B%20A.%20L.%20Soderwall%20-%20Histochemical%20Localization%20of%20Glycogen%20in%20Preimplantation%20and%20Implantation%20Stages%20of%20Young%20and%20Senescent%20Golden%20Hamsters.pdf;https://mega.nz/file/ElhCFCTY#x8rIJQ7yccEGpYTZvlE3pxneZtCkKI6P93FVACLcl3U;1974;;;;img/cover page/Arnold L. Soderwall/1974 - Histochemical Localization of Glycogen in Preimplantation and Implantation Stages of Young and Senescent Golden Hamsters.webp
Neurotoxicity Of Bacteriostatic Water;T. E. Feasby, A. F. Hahn, J. J. Gilbert;https://raw.githubusercontent.com/peatysharing/bibliography/main/T.%20E.%20Feasby/1983%20-%20T.%20E.%20Feasby%3B%20A.%20F.%20Hahn%3B%20J.%20J.%20Gilbert%20-%20Neurotoxicity%20Of%20Bacteriostatic%20Water.pdf;https://mega.nz/file/ttxlWCTC#zvbnBn2WkymQadLPUvKWWnBVIONwNWfMe61VZR9C0aA;1983;;;Article;img/cover page/T. E. Feasby/1983 - Neurotoxicity Of Bacteriostatic Water.webp
Structural Damage To The Mesencephalic Reticular Formation Induced By Immobilization Stress;T. I. Belova;https://raw.githubusercontent.com/peatysharing/bibliography/main/T.%20I.%20Belova/1989%20-%20T.%20I.%20Belova%20-%20Structural%20Damage%20To%20The%20Mesencephalic%20Reticular%20Formation%20Induced%20By%20Immobilization%20Stress.pdf;https://mega.nz/file/AwxWlI6B#H6TyOjaohKxCYEDCqcGkL5DpoLWZy3BAcqadGEMwnrw;1989;;;Article;img/cover page/T. I. Belova/1989 - Structural Damage To The Mesencephalic Reticular Formation Induced By Immobilization Stress.webp
Constrating Adaptation Of Two Eucalyptus Subgenera Is Related To Differences In Respiratory Metabolism;T. S. Anekonda, R. S. Criddle, M. Bacca, L. D. Hansen;https://raw.githubusercontent.com/peatysharing/bibliography/main/T.%20S.%20Anekonda/1999%20-%20T.%20S.%20Anekonda%3B%20R.%20S.%20Criddle%3B%20M.%20Bacca%3B%20L.%20D.%20Hansen%20-%20Constrating%20Adaptation%20Of%20Two%20Eucalyptus%20Subgenera%20Is%20Related%20To%20Differences%20In%20Respiratory%20Metabolism.pdf;https://mega.nz/file/QtBXTDIK#mqUIy495of-WVqN1_rPFL9bP9Q4GWtLiXzC71lUUZZg;1999;;;Article;img/cover page/T. S. Anekonda/1999 - Constrating Adaptation Of Two Eucalyptus Subgenera Is Related To Differences In Respiratory Metabolism.webp
Respiration Rates Predict Differences In Growth Of Coast Redwood;T. S. Anekonda, R. S. Criddle, W. J. Libby, R. W. Breidenbach, L. D. Hansen;https://raw.githubusercontent.com/peatysharing/bibliography/main/T.%20S.%20Anekonda/1994%20-%20T.%20S.%20Anekonda%3B%20R.%20S.%20Criddle%3B%20W.%20J.%20Libby%3B%20R.%20W.%20Breidenbach%3B%20L.%20D.%20Hansen%20-%20Respiration%20Rates%20Predict%20Differences%20In%20Growth%20Of%20Coast%20Redwood.pdf;https://mega.nz/file/EsY3BCrA#TbYnTbqIqiuEshEy1YxhxS_vjlMWaT2SkHCYPLXIlRc;1994;;;Article;img/cover page/T. S. Anekonda/1994 - Respiration Rates Predict Differences In Growth Of Coast Redwood.webp
Calcium And Your Health;Takuo Fujita;https://raw.githubusercontent.com/peatysharing/bibliography/main/Takuo%20Fujita/1987%20-%20Takuo%20Fujita%20-%20Calcium%20And%20Your%20Health.pdf;https://mega.nz/file/FoJSWbBR#KsSbYE6fgLJi-bKvpBdpu87e5ZMjUhl2qPG3Vwk8ns4;1987;;;Book;img/cover page/Takuo Fujita/1987 - Calcium And Your Health.webp
Calcium, Parathyroids And Aging;Takuo Fujita;https://raw.githubusercontent.com/peatysharing/bibliography/main/Takuo%20Fujita/1991%20-%20Takuo%20Fujita%20-%20Calcium%2C%20Parathyroids%20And%20Aging.pdf;https://mega.nz/file/A4hUyC6b#GfEjsiz0YHhdds5SG7FjrTjkE4F8B3G3yIQcXMqPwqY;1991;;;;img/cover page/Takuo Fujita/1991 - Calcium, Parathyroids And Aging.webp
Immobilization And Calcium Paradox;Takuo Fujita;https://raw.githubusercontent.com/peatysharing/bibliography/main/Takuo%20Fujita/2015%20-%20Takuo%20Fujita%20-%20Immobilization%20And%20Calcium%20Paradox.pdf;https://mega.nz/file/plJA1bAA#cz9BbgiSPIg8tdkCN9shVk2JIVhG_TQ4Use8L1cT8Lo;2015;https://ln5.sync.com/dl/d42444f90/u7rpm24d-5w77eetx-vq6nenxj-g5h4imjt;Nutrition;Article;img/cover page/Takuo Fujita/2015 - Immobilization And Calcium Paradox.webp
A Mechanism For Virilization Of Female Spotted Hyenas In Utero;Tamer M. Yalcinkaya, Pentti K. Siiteri, Jean-louis Vigne, Paul Licht, Sushama Pavgi, Laurence G. Frank, Stephen E. Glickman;https://raw.githubusercontent.com/peatysharing/bibliography/main/Tamer%20M.%20Yalcinkaya/1993%20-%20Tamer%20M.%20Yalcinkaya%3B%20Pentti%20K.%20Siiteri%3B%20Jean-louis%20Vigne%3B%20Paul%20Licht%3B%20Sushama%20Pavgi%3B%20Laurence%20G.%20Frank%3B%20Stephen%20E.%20Glickman%20-%20A%20Mechanism%20For%20Virilization%20Of%20Female%20Spotted%20Hyenas%20In%20Utero.pdf;https://mega.nz/file/ZtZhlBxL#wOQgeVRwxrFBlmQCTbeBKRBa_1q1JbloCp7LidZ8P3o;1993;;;Article;img/cover page/Tamer M. Yalcinkaya/1993 - A Mechanism For Virilization Of Female Spotted Hyenas In Utero.webp
